person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_burden,emp_stability,loan_status,pd,risk_bucket,approved,risk_order
25,34000,RENT,0.0,HOMEIMPROVEMENT,C,10000,13.79,0.29,Y,4,0.29411764705882354,0.0,1,0.9330748181511022,E - Highest Risk,False,5
24,65000,MORTGAGE,0.0,MEDICAL,B,8000,10.99,0.12,N,3,0.12307692307692308,0.0,0,0.2651414478399892,B - Low Risk,True,2
32,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,5.79,0.09,N,6,0.09259259259259259,0.0,0,0.2370888833168765,B - Low Risk,True,2
36,82000,RENT,12.0,HOMEIMPROVEMENT,C,18000,13.22,0.22,N,17,0.21951219512195122,0.3333333333333333,0,0.6119519271864055,D - High Risk,False,4
32,57192,RENT,5.0,PERSONAL,A,6400,8.0,0.11,N,5,0.11190376276402295,0.15625,0,0.31005691592596174,B - Low Risk,True,2
30,350000,OWN,3.0,PERSONAL,A,32000,6.62,0.09,N,7,0.09142857142857143,0.1,0,0.05467178019688675,A - Lowest Risk,True,1
23,54000,OWN,4.0,DEBTCONSOLIDATION,D,2800,14.42,0.05,N,3,0.05185185185185185,0.1739130434782608,0,0.06005171453770419,A - Lowest Risk,True,1
24,26400,RENT,5.0,MEDICAL,A,5000,7.9,0.19,N,4,0.1893939393939394,0.2083333333333333,0,0.5645924071078345,D - High Risk,False,4
23,80196,OWN,2.0,VENTURE,B,30000,9.91,0.37,N,3,0.37408349543618136,0.0869565217391304,0,0.3142152130723782,C - Medium Risk,True,3
23,36000,RENT,5.0,MEDICAL,B,10000,9.99,0.28,N,4,0.2777777777777778,0.217391304347826,0,0.7355363872914029,E - Highest Risk,False,5
26,35000,RENT,0.0,DEBTCONSOLIDATION,D,8000,15.31,0.23,Y,2,0.22857142857142856,0.0,1,0.8820237869332456,E - Highest Risk,False,5
26,39996,RENT,0.0,MEDICAL,B,12000,,0.3,N,3,0.3000300030003,0.0,0,0.8026272987471704,E - Highest Risk,False,5
29,92052,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6500,,0.07,N,9,0.0706122626341633,0.2068965517241379,0,0.17837810226505324,A - Lowest Risk,True,1
36,45000,MORTGAGE,2.0,EDUCATION,A,7000,7.14,0.16,N,14,0.15555555555555556,0.0555555555555555,0,0.20755119043178696,B - Low Risk,True,2
24,42000,RENT,2.0,VENTURE,C,1000,13.16,0.02,N,2,0.023809523809523808,0.0833333333333333,0,0.1358556161484848,A - Lowest Risk,True,1
40,187000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10000,7.9,0.05,N,17,0.053475935828877004,0.0,0,0.18835067562100669,B - Low Risk,True,2
25,85000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,1500,13.06,0.02,N,2,0.01764705882352941,0.24,0,0.11277691640666233,A - Lowest Risk,True,1
30,100000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3600,,0.04,N,10,0.036,0.0,0,0.16914016376355645,A - Lowest Risk,True,1
25,33772,RENT,3.0,HOMEIMPROVEMENT,D,3600,16.02,0.11,Y,2,0.10659718109676655,0.12,1,0.7093979900252978,E - Highest Risk,False,5
29,119500,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6800,13.16,0.06,Y,10,0.05690376569037657,0.2068965517241379,0,0.37449405402071423,C - Medium Risk,True,3
25,36000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000,7.14,0.25,N,4,0.25,0.0,0,0.5453726384076031,D - High Risk,False,4
24,142000,RENT,3.0,DEBTCONSOLIDATION,A,3000,7.88,0.02,N,2,0.02112676056338028,0.125,0,0.264439309541991,B - Low Risk,True,2
27,58800,MORTGAGE,0.0,EDUCATION,C,9800,13.22,0.17,Y,9,0.16666666666666666,0.0,0,0.4852018584877415,D - High Risk,False,4
22,85000,RENT,0.0,DEBTCONSOLIDATION,A,10000,7.66,0.12,N,3,0.11764705882352941,0.0,0,0.48241032575617077,D - High Risk,False,4
29,60000,MORTGAGE,7.0,VENTURE,A,5000,7.66,0.08,N,10,0.08333333333333333,0.2413793103448276,0,0.08398268452592858,A - Lowest Risk,True,1
24,20796,RENT,2.0,VENTURE,A,7500,7.88,0.36,N,3,0.36064627813040967,0.0833333333333333,1,0.7430980714373422,E - Highest Risk,False,5
29,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,4000,13.48,0.03,N,10,0.034782608695652174,0.1034482758620689,0,0.14599397709213655,A - Lowest Risk,True,1
21,15600,RENT,0.0,MEDICAL,A,2800,7.4,0.18,N,4,0.1794871794871795,0.0,1,0.5905461621768743,D - High Risk,False,4
26,62361,MORTGAGE,6.0,PERSONAL,B,21650,12.69,0.35,N,4,0.34717211077436216,0.2307692307692307,0,0.5730661148070288,D - High Risk,False,4
39,110000,RENT,5.0,HOMEIMPROVEMENT,C,4500,13.49,0.04,N,11,0.04090909090909091,0.1282051282051282,0,0.3009724013266626,B - Low Risk,True,2
38,117400,MORTGAGE,7.0,PERSONAL,B,16000,10.75,0.14,N,16,0.1362862010221465,0.1842105263157894,0,0.1802115110895806,A - Lowest Risk,True,1
24,42900,RENT,5.0,VENTURE,A,15000,,0.35,N,2,0.34965034965034963,0.2083333333333333,1,0.700123767446221,E - Highest Risk,False,5
22,12600,RENT,2.0,PERSONAL,B,4000,10.37,0.32,N,4,0.31746031746031744,0.0909090909090909,1,0.7476010479772064,E - Highest Risk,False,5
24,18000,RENT,3.0,MEDICAL,D,5400,15.99,0.3,Y,3,0.3,0.125,1,0.9180370557838099,E - Highest Risk,False,5
25,38400,RENT,0.0,DEBTCONSOLIDATION,B,13000,10.74,0.34,N,3,0.3385416666666667,0.0,1,0.8625624976680206,E - Highest Risk,False,5
29,70000,RENT,3.0,PERSONAL,A,12300,8.49,0.18,N,8,0.1757142857142857,0.1034482758620689,0,0.4601574749648991,C - Medium Risk,True,3
35,37000,RENT,2.0,DEBTCONSOLIDATION,B,2000,11.26,0.05,N,10,0.05405405405405406,0.0571428571428571,0,0.33913697953827354,C - Medium Risk,True,3
21,53000,RENT,3.0,EDUCATION,D,3000,,0.06,N,4,0.05660377358490566,0.1428571428571428,0,0.2010889333468511,B - Low Risk,True,2
41,23396,OWN,5.0,HOMEIMPROVEMENT,B,10000,10.38,0.43,N,16,0.42742349119507606,0.1219512195121951,0,0.6356380619827974,D - High Risk,False,4
57,64000,RENT,20.0,VENTURE,A,8000,8.9,0.13,N,19,0.125,0.3508771929824561,0,0.16841598056011897,A - Lowest Risk,True,1
69,120000,MORTGAGE,3.0,PERSONAL,D,20000,14.84,0.17,N,27,0.16666666666666666,0.0434782608695652,0,0.2585706230177478,B - Low Risk,True,2
35,250000,OWN,8.0,VENTURE,B,15000,9.88,0.06,N,5,0.06,0.2285714285714285,0,0.02379517189036014,A - Lowest Risk,True,1
25,83000,RENT,3.0,EDUCATION,B,9600,10.99,0.12,N,2,0.11566265060240964,0.12,0,0.2936108098223632,B - Low Risk,True,2
22,74867,MORTGAGE,4.0,MEDICAL,D,17000,16.02,0.19,Y,4,0.22706933628968703,0.1818181818181818,1,0.7021624439387515,E - Highest Risk,False,5
43,86044,MORTGAGE,16.0,HOMEIMPROVEMENT,A,6500,7.74,0.08,N,13,0.07554274557203292,0.3720930232558139,0,0.1356301170532903,A - Lowest Risk,True,1
24,49500,RENT,3.0,EDUCATION,B,14500,11.49,0.29,N,3,0.29292929292929293,0.125,1,0.6585181513477305,D - High Risk,False,4
42,75000,RENT,6.0,MEDICAL,A,17000,7.9,0.23,N,15,0.22666666666666666,0.1428571428571428,0,0.6431120945648442,D - High Risk,False,4
38,40000,MORTGAGE,5.0,PERSONAL,A,10000,5.99,0.25,N,17,0.25,0.131578947368421,0,0.3888317126258015,C - Medium Risk,True,3
36,69736,MORTGAGE,17.0,VENTURE,E,2500,17.04,0.04,N,14,0.03584948950326947,0.4722222222222222,0,0.04044037037393751,A - Lowest Risk,True,1
25,76000,RENT,1.0,DEBTCONSOLIDATION,A,5000,7.9,0.07,N,3,0.06578947368421052,0.04,0,0.36435893993999696,C - Medium Risk,True,3
27,52000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8000,6.99,0.15,N,8,0.15384615384615385,0.1481481481481481,0,0.3238486776896949,C - Medium Risk,True,3
22,20000,MORTGAGE,0.0,PERSONAL,B,16600,9.76,0.83,N,3,0.83,0.0,0,0.9908888790826826,E - Highest Risk,False,5
22,75000,RENT,2.0,VENTURE,C,20000,,0.27,N,2,0.26666666666666666,0.0909090909090909,0,0.5613383977065718,D - High Risk,False,4
38,108000,RENT,3.0,PERSONAL,D,5000,15.21,0.05,Y,17,0.046296296296296294,0.0789473684210526,1,0.47225247452009683,D - High Risk,False,4
25,54000,RENT,2.0,PERSONAL,B,10000,11.46,0.19,N,4,0.18518518518518517,0.08,0,0.4859641139792778,D - High Risk,False,4
25,38400,RENT,2.0,EDUCATION,B,4000,12.53,0.1,N,4,0.10416666666666667,0.08,0,0.28282847585625076,B - Low Risk,True,2
23,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3800,5.79,0.13,N,3,0.12666666666666668,0.1304347826086956,0,0.26852154505843717,B - Low Risk,True,2
31,46700,MORTGAGE,5.0,MEDICAL,B,7200,,0.15,N,6,0.15417558886509636,0.1612903225806451,0,0.28284361654145335,B - Low Risk,True,2
27,186000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3700,10.99,0.02,N,5,0.01989247311827957,0.0,0,0.14785105254943154,A - Lowest Risk,True,1
31,139016,RENT,5.0,VENTURE,D,25000,15.37,0.18,Y,8,0.17983541462853198,0.1612903225806451,1,0.6307103084526685,D - High Risk,False,4
25,56544,RENT,3.0,EDUCATION,B,23000,,0.41,N,2,0.4067628749292586,0.12,1,0.8369005819248792,E - Highest Risk,False,5
45,36000,RENT,1.0,VENTURE,C,4300,10.91,0.12,Y,17,0.11944444444444445,0.0222222222222222,0,0.5510164585325191,D - High Risk,False,4
25,46000,OWN,0.0,DEBTCONSOLIDATION,E,19750,16.7,0.43,Y,4,0.42934782608695654,0.0,1,0.8575195744252632,E - Highest Risk,False,5
23,65000,MORTGAGE,0.0,EDUCATION,C,8500,15.23,0.13,Y,3,0.13076923076923078,0.0,0,0.4027444772281188,C - Medium Risk,True,3
29,210000,MORTGAGE,2.0,MEDICAL,B,14000,12.42,0.07,N,6,0.06666666666666667,0.0689655172413793,0,0.17210796950900797,A - Lowest Risk,True,1
49,23004,RENT,6.0,PERSONAL,D,3250,15.21,0.14,N,12,0.14127977743001216,0.1224489795918367,0,0.36457551401193394,C - Medium Risk,True,3
44,58000,RENT,2.0,HOMEIMPROVEMENT,C,15000,13.48,0.26,Y,15,0.25862068965517243,0.0454545454545454,0,0.9086557858511011,E - Highest Risk,False,5
23,36000,RENT,1.0,PERSONAL,D,7500,12.61,0.21,Y,2,0.20833333333333334,0.0434782608695652,1,0.7862339303232717,E - Highest Risk,False,5
27,32304,MORTGAGE,6.0,HOMEIMPROVEMENT,A,1200,6.76,0.04,N,9,0.03714710252600297,0.2222222222222222,1,0.13987828916084738,A - Lowest Risk,True,1
25,50000,RENT,2.0,DEBTCONSOLIDATION,B,10000,10.95,0.2,N,3,0.2,0.08,0,0.6373417380367614,D - High Risk,False,4
23,55812,MORTGAGE,4.0,MEDICAL,B,21825,11.36,0.39,N,2,0.39104493657278006,0.1739130434782608,0,0.7570233161795665,E - Highest Risk,False,5
24,45000,RENT,0.0,MEDICAL,C,11200,12.04,0.25,Y,3,0.24888888888888888,0.0,0,0.8899132598860503,E - Highest Risk,False,5
28,13500,OWN,0.0,PERSONAL,A,6700,9.63,0.5,N,5,0.4962962962962963,0.0,1,0.6796488033376888,E - Highest Risk,False,5
36,76000,RENT,2.0,DEBTCONSOLIDATION,E,4000,17.39,0.05,N,13,0.05263157894736842,0.0555555555555555,1,0.3391756172486118,C - Medium Risk,True,3
29,54000,MORTGAGE,8.0,MEDICAL,A,7500,7.49,0.14,N,7,0.1388888888888889,0.2758620689655172,1,0.23624300002069304,B - Low Risk,True,2
21,60000,RENT,3.0,EDUCATION,B,10000,12.18,0.17,N,2,0.16666666666666666,0.1428571428571428,0,0.39232239162173277,C - Medium Risk,True,3
23,102000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0.06,N,2,0.058823529411764705,0.0869565217391304,0,0.11406416455129233,A - Lowest Risk,True,1
23,30000,RENT,2.0,DEBTCONSOLIDATION,D,10000,15.31,0.33,Y,4,0.3333333333333333,0.0869565217391304,1,0.945201857685173,E - Highest Risk,False,5
30,54000,RENT,2.0,DEBTCONSOLIDATION,D,16200,15.57,0.3,N,10,0.3,0.0666666666666666,1,0.8109612087595544,E - Highest Risk,False,5
24,35000,RENT,1.0,MEDICAL,B,10000,,0.29,N,2,0.2857142857142857,0.0416666666666666,0,0.7749824334962075,E - Highest Risk,False,5
49,95000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,7500,6.03,0.08,N,13,0.07894736842105263,0.2448979591836734,0,0.15211645443757676,A - Lowest Risk,True,1
23,60000,RENT,4.0,EDUCATION,D,14000,14.84,0.23,Y,3,0.23333333333333334,0.1739130434782608,0,0.7742337108434298,E - Highest Risk,False,5
36,50000,RENT,2.0,DEBTCONSOLIDATION,A,5500,8.32,0.11,N,16,0.11,0.0555555555555555,0,0.4602794083234089,C - Medium Risk,True,3
38,50000,MORTGAGE,8.0,PERSONAL,B,10000,,0.2,N,15,0.2,0.2105263157894736,0,0.2674947437468889,B - Low Risk,True,2
22,27259,RENT,1.0,EDUCATION,B,2400,10.59,0.09,N,2,0.08804431563887156,0.0454545454545454,0,0.26123012730947515,B - Low Risk,True,2
23,88000,MORTGAGE,2.0,MEDICAL,C,6625,11.22,0.08,Y,3,0.07528409090909091,0.0869565217391304,0,0.40607349906935414,C - Medium Risk,True,3
31,70000,MORTGAGE,4.0,MEDICAL,A,12000,6.91,0.17,N,7,0.17142857142857143,0.1290322580645161,0,0.32324348205162917,C - Medium Risk,True,3
29,47133,RENT,5.0,DEBTCONSOLIDATION,B,5100,11.86,0.11,N,7,0.10820444274711985,0.1724137931034483,0,0.4189121139605451,C - Medium Risk,True,3
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,0.07,N,4,0.0794912559618442,0.0,1,0.19915776471422286,B - Low Risk,True,2
24,130000,MORTGAGE,3.0,PERSONAL,B,25000,11.83,0.19,N,3,0.19230769230769232,0.125,0,0.2825872884165928,B - Low Risk,True,2
39,24000,RENT,1.0,DEBTCONSOLIDATION,A,8500,7.49,0.35,N,12,0.3541666666666667,0.0256410256410256,1,0.8776769343248181,E - Highest Risk,False,5
22,50000,OWN,1.0,MEDICAL,A,3600,,0.07,N,2,0.072,0.0454545454545454,0,0.07128583757924707,A - Lowest Risk,True,1
22,40000,RENT,2.0,DEBTCONSOLIDATION,C,5025,13.43,0.13,N,2,0.125625,0.0909090909090909,0,0.4794032506892134,D - High Risk,False,4
25,78000,RENT,0.0,DEBTCONSOLIDATION,D,9600,14.11,0.12,Y,4,0.12307692307692308,0.0,1,0.7519866590322365,E - Highest Risk,False,5
23,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,14400,10.0,0.29,N,2,0.288,0.0869565217391304,0,0.6046776455592786,D - High Risk,False,4
36,27600,RENT,0.0,EDUCATION,B,1000,11.49,0.04,N,12,0.036231884057971016,0.0,0,0.19670506535765514,B - Low Risk,True,2
27,32000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,14000,11.89,0.44,N,7,0.4375,0.074074074074074,0,0.856368392405212,E - Highest Risk,False,5
24,48000,MORTGAGE,4.0,EDUCATION,A,5000,5.99,0.1,N,2,0.10416666666666667,0.1666666666666666,0,0.12897961309948672,A - Lowest Risk,True,1
29,21864,RENT,1.0,PERSONAL,B,4000,12.42,0.18,N,7,0.18294914013904134,0.0344827586206896,0,0.4938444963412537,D - High Risk,False,4
23,30000,RENT,2.0,MEDICAL,D,9000,14.61,0.3,Y,4,0.3,0.0869565217391304,1,0.9211814325182471,E - Highest Risk,False,5
38,65000,RENT,4.0,HOMEIMPROVEMENT,C,4500,13.43,0.07,N,12,0.06923076923076923,0.1052631578947368,0,0.3645628143570804,C - Medium Risk,True,3
22,114000,RENT,2.0,VENTURE,D,5000,15.31,0.04,N,3,0.043859649122807015,0.0909090909090909,1,0.1580392062898173,A - Lowest Risk,True,1
28,82000,MORTGAGE,0.0,VENTURE,C,15000,12.98,0.18,Y,8,0.18292682926829268,0.0,0,0.46491481947122193,D - High Risk,False,4
41,137004,RENT,0.0,VENTURE,A,5600,8.59,0.04,N,11,0.04087471898630697,0.0,0,0.16956993861971983,A - Lowest Risk,True,1
32,107400,OWN,2.0,MEDICAL,D,25000,15.21,0.23,N,10,0.23277467411545624,0.0625,0,0.2342962794122469,B - Low Risk,True,2
36,52000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2275,11.86,0.04,N,12,0.04375,0.2222222222222222,0,0.133243147462716,A - Lowest Risk,True,1
28,35000,OWN,3.0,VENTURE,B,10400,11.71,0.3,N,8,0.29714285714285715,0.1071428571428571,0,0.18810131208075773,B - Low Risk,True,2
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,0.19,Y,4,0.18796992481203006,0.0,1,0.7637320901789441,E - Highest Risk,False,5
27,38400,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,12.68,0.39,N,5,0.390625,0.1111111111111111,0,0.7833147600998585,E - Highest Risk,False,5
49,28800,MORTGAGE,5.0,MEDICAL,A,12000,,0.42,N,16,0.4166666666666667,0.1020408163265306,0,0.7985678483420959,E - Highest Risk,False,5
35,40000,RENT,0.0,MEDICAL,B,5600,9.76,0.14,N,6,0.14,0.0,0,0.5084011165485769,D - High Risk,False,4
22,56324,RENT,2.0,EDUCATION,B,12400,10.74,0.22,N,4,0.22015481854981891,0.0909090909090909,0,0.5177241561634943,D - High Risk,False,4
37,62400,MORTGAGE,5.0,VENTURE,D,10000,14.61,0.16,Y,17,0.16025641025641027,0.1351351351351351,0,0.3796878969493621,C - Medium Risk,True,3
32,24696,RENT,1.0,EDUCATION,A,9600,7.14,0.39,N,9,0.38872691933916426,0.03125,1,0.8299765354192605,E - Highest Risk,False,5
25,20000,RENT,0.0,VENTURE,C,3500,10.28,0.17,Y,2,0.175,0.0,0,0.6593827005539489,D - High Risk,False,4
22,38000,RENT,0.0,EDUCATION,C,15000,,0.39,Y,4,0.39473684210526316,0.0,1,0.9417816267476221,E - Highest Risk,False,5
27,20400,RENT,3.0,MEDICAL,A,5500,6.91,0.27,N,7,0.2696078431372549,0.1111111111111111,0,0.7391561021546672,E - Highest Risk,False,5
23,34000,RENT,2.0,DEBTCONSOLIDATION,D,6000,14.09,0.18,Y,4,0.17647058823529413,0.0869565217391304,1,0.8165947328645171,E - Highest Risk,False,5
23,41500,RENT,3.0,EDUCATION,E,6000,16.7,0.14,N,2,0.14457831325301204,0.1304347826086956,1,0.3479043634912335,C - Medium Risk,True,3
31,30000,MORTGAGE,2.0,PERSONAL,A,2000,7.9,0.07,N,10,0.06666666666666667,0.064516129032258,0,0.12466690460794934,A - Lowest Risk,True,1
31,37200,RENT,4.0,DEBTCONSOLIDATION,A,9000,7.51,0.24,N,6,0.24193548387096775,0.1290322580645161,0,0.7029909231521063,E - Highest Risk,False,5
29,24000,RENT,1.0,MEDICAL,A,5000,6.92,0.21,N,10,0.20833333333333334,0.0344827586206896,0,0.6460660659000558,D - High Risk,False,4
30,48409,RENT,4.0,MEDICAL,B,7000,,0.14,N,10,0.1446012105187052,0.1333333333333333,0,0.4841030279759297,D - High Risk,False,4
26,38244,MORTGAGE,6.0,DEBTCONSOLIDATION,A,18000,9.63,0.47,N,3,0.4706620646375902,0.2307692307692307,0,0.8644365418999032,E - Highest Risk,False,5
21,45000,RENT,3.0,PERSONAL,B,10000,10.25,0.22,N,2,0.2222222222222222,0.1428571428571428,0,0.5540176876600348,D - High Risk,False,4
31,103000,MORTGAGE,3.0,VENTURE,B,15000,,0.15,N,6,0.14563106796116504,0.0967741935483871,0,0.1525646911309736,A - Lowest Risk,True,1
28,115000,RENT,0.0,HOMEIMPROVEMENT,A,2850,6.54,0.02,N,7,0.024782608695652172,0.0,0,0.30862122773937395,B - Low Risk,True,2
41,210000,RENT,1.0,PERSONAL,A,7500,6.03,0.04,N,14,0.03571428571428571,0.024390243902439,0,0.21981603365670982,B - Low Risk,True,2
31,158000,RENT,8.0,DEBTCONSOLIDATION,D,10200,15.99,0.06,Y,7,0.06455696202531645,0.2580645161290322,1,0.576727839253326,D - High Risk,False,4
22,30000,OWN,0.0,EDUCATION,B,2500,12.53,0.08,N,2,0.08333333333333333,0.0,0,0.047403177420274493,A - Lowest Risk,True,1
22,55000,MORTGAGE,4.0,PERSONAL,A,5000,7.66,0.09,N,2,0.09090909090909091,0.1818181818181818,0,0.13591500276624469,A - Lowest Risk,True,1
22,42996,RENT,3.0,PERSONAL,C,4800,11.03,0.11,N,4,0.11163829193413341,0.1363636363636363,0,0.32529942429240605,C - Medium Risk,True,3
21,55000,RENT,3.0,EDUCATION,B,4800,11.12,0.09,N,4,0.08727272727272728,0.1428571428571428,0,0.24699245659970526,B - Low Risk,True,2
32,70197,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4100,7.51,0.06,N,6,0.058407054432525606,0.28125,0,0.14071877946636507,A - Lowest Risk,True,1
40,50000,MORTGAGE,1.0,PERSONAL,B,12000,,0.24,N,17,0.24,0.025,0,0.404917843124908,C - Medium Risk,True,3
35,72000,MORTGAGE,4.0,MEDICAL,B,15000,10.59,0.21,N,6,0.20833333333333334,0.1142857142857142,0,0.3954561736610436,C - Medium Risk,True,3
29,73000,RENT,1.0,HOMEIMPROVEMENT,B,20000,11.83,0.27,N,9,0.273972602739726,0.0344827586206896,1,0.788308748772322,E - Highest Risk,False,5
26,42000,RENT,2.0,VENTURE,C,5000,11.91,0.12,Y,4,0.11904761904761904,0.0769230769230769,0,0.5272231370154437,D - High Risk,False,4
28,112123,RENT,2.0,VENTURE,A,7200,8.59,0.06,N,9,0.06421519224423178,0.0714285714285714,0,0.18660228406912946,A - Lowest Risk,True,1
22,23000,MORTGAGE,1.0,EDUCATION,A,2400,9.63,0.1,N,4,0.10434782608695652,0.0454545454545454,0,0.14368874877728652,A - Lowest Risk,True,1
32,72000,RENT,5.0,VENTURE,A,6000,8.49,0.08,N,10,0.08333333333333333,0.15625,0,0.19494543295647457,B - Low Risk,True,2
21,63000,MORTGAGE,2.0,PERSONAL,B,10000,10.59,0.16,N,2,0.15873015873015872,0.0952380952380952,0,0.2337377307390231,B - Low Risk,True,2
30,38168,RENT,5.0,PERSONAL,B,7500,9.76,0.2,N,6,0.19649968560050304,0.1666666666666666,0,0.4836731283527518,D - High Risk,False,4
22,41000,MORTGAGE,0.0,EDUCATION,B,6000,11.86,0.15,N,2,0.14634146341463414,0.0,0,0.19903416162780593,B - Low Risk,True,2
38,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,8000,10.99,0.13,N,13,0.13333333333333333,0.1842105263157894,0,0.25795704101488515,B - Low Risk,True,2
35,100000,MORTGAGE,9.0,EDUCATION,B,6000,9.99,0.06,N,7,0.06,0.2571428571428571,0,0.07852864946296424,A - Lowest Risk,True,1
27,55000,MORTGAGE,2.0,VENTURE,D,7000,,0.13,Y,7,0.12727272727272726,0.074074074074074,0,0.33137022637327096,C - Medium Risk,True,3
23,76000,RENT,3.0,EDUCATION,D,10000,15.37,0.13,N,3,0.13157894736842105,0.1304347826086956,0,0.3238040471143845,C - Medium Risk,True,3
51,94368,MORTGAGE,4.0,PERSONAL,A,5000,,0.05,N,30,0.052984062394031875,0.0784313725490196,0,0.11296166218434636,A - Lowest Risk,True,1
24,34000,MORTGAGE,3.0,PERSONAL,D,10000,15.31,0.29,Y,2,0.29411764705882354,0.125,1,0.7449332443018322,E - Highest Risk,False,5
41,55000,RENT,4.0,HOMEIMPROVEMENT,B,4200,12.69,0.08,N,16,0.07636363636363637,0.0975609756097561,0,0.3828598850092927,C - Medium Risk,True,3
21,30000,RENT,2.0,DEBTCONSOLIDATION,D,12250,14.59,0.41,Y,3,0.4083333333333333,0.0952380952380952,1,0.9704338915368717,E - Highest Risk,False,5
32,25000,RENT,9.0,DEBTCONSOLIDATION,B,3700,9.91,0.15,N,6,0.148,0.28125,0,0.4647191908069424,D - High Risk,False,4
37,91800,MORTGAGE,0.0,MEDICAL,F,5000,19.47,0.05,Y,16,0.054466230936819175,0.0,1,0.39431339860883624,C - Medium Risk,True,3
25,45000,MORTGAGE,4.0,VENTURE,C,10400,14.27,0.23,Y,2,0.2311111111111111,0.16,0,0.524226104629713,D - High Risk,False,4
25,130000,RENT,3.0,HOMEIMPROVEMENT,A,2000,6.99,0.02,N,4,0.015384615384615385,0.12,0,0.26593888324085074,B - Low Risk,True,2
23,62500,RENT,4.0,DEBTCONSOLIDATION,D,16000,14.54,0.26,N,2,0.256,0.1739130434782608,1,0.7244022845044363,E - Highest Risk,False,5
23,50000,MORTGAGE,0.0,VENTURE,A,6100,,0.12,N,4,0.122,0.0,0,0.1404218938562821,A - Lowest Risk,True,1
23,150000,RENT,0.0,EDUCATION,A,24000,7.49,0.16,N,4,0.16,0.0,0,0.40814101289810484,C - Medium Risk,True,3
22,40000,OWN,0.0,VENTURE,C,6400,14.22,0.16,Y,2,0.16,0.0,0,0.19347420406086213,B - Low Risk,True,2
30,38000,RENT,2.0,EDUCATION,A,6500,7.14,0.17,N,9,0.17105263157894737,0.0666666666666666,0,0.4176935784829061,C - Medium Risk,True,3
23,31200,RENT,0.0,MEDICAL,E,15250,17.93,0.49,N,2,0.48878205128205127,0.0,1,0.9538347909543212,E - Highest Risk,False,5
22,21600,RENT,3.0,MEDICAL,B,2100,9.99,0.1,N,4,0.09722222222222222,0.1363636363636363,0,0.3871796241562738,C - Medium Risk,True,3
26,36000,RENT,2.0,PERSONAL,B,5500,10.65,0.15,N,2,0.1527777777777778,0.0769230769230769,0,0.41477631355939537,C - Medium Risk,True,3
22,30000,RENT,1.0,DEBTCONSOLIDATION,C,15000,15.27,0.5,N,4,0.5,0.0454545454545454,1,0.9607014861376485,E - Highest Risk,False,5
23,85000,MORTGAGE,0.0,EDUCATION,C,11000,14.27,0.13,N,4,0.12941176470588237,0.0,0,0.17796376631646854,A - Lowest Risk,True,1
32,63000,MORTGAGE,6.0,PERSONAL,A,8000,6.17,0.13,N,8,0.12698412698412698,0.1875,0,0.16937704848150775,A - Lowest Risk,True,1
24,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,22800,17.27,0.52,N,3,0.5181818181818182,0.2083333333333333,1,0.9089841131099443,E - Highest Risk,False,5
42,39996,MORTGAGE,2.0,HOMEIMPROVEMENT,A,2500,5.42,0.06,N,12,0.0625062506250625,0.0476190476190476,0,0.19288704792708314,B - Low Risk,True,2
25,30000,RENT,6.0,MEDICAL,B,4000,9.76,0.13,N,3,0.13333333333333333,0.24,0,0.4337115470929009,C - Medium Risk,True,3
26,70000,MORTGAGE,0.0,PERSONAL,D,8000,14.84,0.11,N,3,0.11428571428571428,0.0,0,0.18390404166476032,A - Lowest Risk,True,1
33,68000,MORTGAGE,15.0,PERSONAL,A,18000,7.9,0.26,N,10,0.2647058823529412,0.4545454545454545,0,0.32340098059948663,C - Medium Risk,True,3
36,45000,OWN,4.0,DEBTCONSOLIDATION,D,8000,14.74,0.18,Y,13,0.17777777777777778,0.1111111111111111,0,0.3791132097245751,C - Medium Risk,True,3
28,62000,RENT,0.0,EDUCATION,A,15000,7.9,0.24,N,8,0.24193548387096775,0.0,0,0.5871875949450682,D - High Risk,False,4
